,代码,名称,最新价,涨跌幅,股东名称,持股变动信息-增减,持股变动信息-变动数量,持股变动信息-占总股本比例,持股变动信息-占流通股比例,变动后持股情况-持股总数,变动后持股情况-占总股本比例,变动后持股情况-持流通股数,变动后持股情况-占流通股比例,变动开始日,变动截止日,公告日
4009,600838,上海九百,6.53,3.16,国泰君安证券资管-上海九百(集团)有限公司-国君资管2747单一资产管理计划,增持,10,0.024944997,0.02,409.9864,1.02,409.9864,1.02,2020/9/1,2020/9/8,2020/9/9
4010,2331,皖通科技,6.99,5.59,王晟,增持,824,1.999648271,2.15,825.34,2,825.34,2.15,2020/9/8,2020/9/8,2020/9/10
4011,600969,郴电国际,7.03,2.03,郴州市发展投资集团有限公司,增持,7.8695,0.021266017,0.02,7211.8523,19.49,7211.8523,19.49,2020/9/7,2020/9/7,2021/1/30
4012,600678,四川金顶,5.52,2.79,李光宇,增持,0.05,0.000143271,0,,,,,2020/9/7,2020/9/7,2020/12/25
4013,600643,爱建集团,5.39,1.13,上海均瑶(集团)有限公司,增持,243.28,0.149994841,0.17,48333.3355,29.8,29855.0747,20.82,2020/7/21,2020/9/7,2020/9/8
4014,300253,卫宁健康,11.27,1.9,上海通怡投资管理有限公司-通怡瑞驰5号私募证券投资基金,增持,309.9052,0.145234813,0.18,802.4667,0.38,802.4667,0.46,2020/9/7,2020/9/7,2020/9/7
4015,300004,南风股份,5.4,2.08,仇丽玉,增持,31.99,0.066646722,0.08,31.99,0.07,31.99,0.08,2019/9/30,2020/9/7,2022/1/5
4016,2108,沧州明珠,4.41,1.15,于立辉,增持,100,0.070525632,0.07,924.9622,0.65,924.9622,0.65,2020/9/7,2020/9/7,2020/9/8
4017,600969,郴电国际,7.03,2.03,郴州市发展投资集团有限公司,增持,11.66,0.031509214,0.03,7203.9828,19.47,7203.9828,19.47,2020/9/4,2020/9/4,2021/1/30
4018,600080,金花股份,7.51,-2.59,邢博越,增持,92,0.246470195,0.3,4846,12.98,4846,15.87,2020/9/3,2020/9/4,2020/9/18
4019,300336,*ST新文,,,拾分自然(上海)文化传播有限公司,增持,420,0.520943031,0.57,7155.5555,8.88,7155.5555,9.7,2020/9/4,2020/9/4,2020/9/4
4020,300253,卫宁健康,11.27,1.9,上海通怡投资管理有限公司-通怡瑞驰2号私募证券投资基金,增持,785,0.367884527,0.45,785,0.37,785,0.45,2020/9/1,2020/9/4,2020/9/4
4021,300253,卫宁健康,11.27,1.9,上海通怡投资管理有限公司-通怡瑞驰5号私募证券投资基金,增持,492.5615,0.230835356,0.29,492.5615,0.23,492.5615,0.29,2020/9/1,2020/9/4,2020/9/4
4022,300253,卫宁健康,11.27,1.9,上海通怡投资管理有限公司-通怡瑞驰3号私募证券投资基金,增持,796,0.373039597,0.46,796,0.37,796,0.46,2020/9/1,2020/9/4,2020/9/4
4023,300253,卫宁健康,11.27,1.9,上海通怡投资管理有限公司-通怡瑞驰1号私募证券投资基金,增持,785,0.367884527,0.45,785,0.37,785,0.45,2020/9/1,2020/9/4,2020/9/4
4024,600969,郴电国际,7.03,2.03,郴州市发展投资集团有限公司,增持,10.72,0.02896902,0.03,7192.3228,19.44,7192.3228,19.44,2020/9/3,2020/9/3,2021/1/30
4025,2512,达华智能,3.86,9.97,珠海赛雅投资有限公司,增持,2289.4182,1.999999944,2.68,2289.4182,2,2289.4182,2.68,2020/9/3,2020/9/3,2020/9/16
4026,2331,皖通科技,6.99,5.59,西藏景源企业管理有限公司,增持,61.58,0.149439734,0.16,4361.5829,10.58,4361.5829,11.39,2020/9/2,2020/9/3,2021/1/23
4027,2331,皖通科技,6.99,5.59,王晟,增持,1.34,0.003251855,0,1.34,0,1.34,0,2020/9/3,2020/9/3,2020/9/10
4028,2108,沧州明珠,4.41,1.15,于立辉,增持,349.65,0.246592872,0.25,824.9622,0.58,824.9622,0.58,2020/9/3,2020/9/3,2020/9/8
4029,600969,郴电国际,7.03,2.03,郴州市发展投资集团有限公司,增持,30.9,0.08350212,0.08,7181.6028,19.41,7181.6028,19.41,2020/9/2,2020/9/2,2021/1/30
4030,600575,淮河能源,2.43,1.67,上海淮矿资产管理有限公司,增持,3350.27,0.86208053,0.86,25887.5405,6.66,25887.5405,6.66,2020/6/13,2020/9/2,2020/9/3
4031,600080,金花股份,7.51,-2.59,邢博越,增持,409,1.095720759,1.34,4754,12.74,4754,15.57,2020/8/20,2020/9/2,2020/9/3
4032,300336,*ST新文,,,拾分自然(上海)文化传播有限公司,增持,1180,1.463601849,1.6,6735.5555,8.35,6735.5555,9.13,2020/9/2,2020/9/2,2020/9/4
4033,825,太钢不锈,4,1.52,太原钢铁(集团)有限公司,增持,1355.7882,0.238014259,0.24,358491.5134,62.93,358491.5134,62.94,2020/9/2,2020/9/2,2020/9/3
4034,524,岭南控股,11.22,3.03,广州岭南国际企业集团有限公司,增持,347.84,0.519002593,0.52,30238.2302,45.12,30238.2302,45.12,2020/3/3,2020/9/2,2020/9/3
4035,90,天健集团,5.36,-4.8,深圳市天健(集团)股份有限公司骨干员工长效激励约束计划,增持,81.11,0.043408096,0.04,,,,,2020/9/1,2020/9/2,2020/9/3
4036,603689,皖天然气,7.8,1.43,申万菱信-皖能物资大股东增持单一资产管理计划,增持,289.2,0.860714286,0.86,625.2,1.86,625.2,1.86,2020/3/11,2020/9/1,2020/9/2
4037,601566,九牧王,10.9,3.22,陈忠利,增持,150,0.261034289,0.26,150,0.26,150,0.26,2020/9/1,2020/9/1,2020/9/2
4038,600976,健民集团,66.35,-3.84,华立医药集团有限公司,增持,306.79,1.999953063,2,3692.0309,24.07,3692.0309,24.08,2020/9/1,2020/9/1,2020/9/2
4039,600521,华海药业,19.58,0.05,周明华,增持,0.5,0.000343735,0,,,,,2020/9/1,2020/9/1,2020/9/3
4040,600021,上海电力,10.46,0.19,中国长江电力股份有限公司,增持,2617.1594,0.999998167,1.11,23554.4665,9,23554.4665,10.03,2020/6/17,2020/9/1,2020/9/3
4041,300157,恒泰艾普,3.45,3.92,李丽萍,增持,712.1231,1.000013822,1.01,8333.8132,11.7,8333.8132,11.79,2020/9/1,2020/9/1,2020/9/2
4042,603326,我乐家居,8.43,2.93,烟台埃维商贸有限公司,增持,19.9438,0.062986123,0.06,,,,,2020/8/3,2020/8/31,2021/2/4
4043,603326,我乐家居,8.43,2.93,于范易,增持,6.9936,0.022087052,0.02,,,,,2020/8/1,2020/8/31,2021/2/4
4044,603326,我乐家居,8.43,2.93,西藏埃维创业投资有限公司,增持,4,0.012632723,0.01,,,,,2020/8/1,2020/8/31,2021/2/4
4045,603326,我乐家居,8.43,2.93,烟台埃维管业有限公司,增持,81.626,0.257789653,0.26,,,,,2020/8/1,2020/8/31,2021/2/4
4046,601018,宁波港,3.79,0.53,招商局港口集团股份有限公司,增持,2208.94,0.139740727,0.17,26038.4739,1.65,26038.4739,1.98,2020/8/1,2020/8/31,2021/1/5
4047,600838,上海九百,6.53,3.16,国泰君安证券资管-上海九百(集团)有限公司-国君资管2747单一资产管理计划,增持,229.9929,0.573717231,0.57,399.9864,1,399.9864,1,2020/8/1,2020/8/31,2020/9/9
4048,600642,申能股份,6.67,0.3,中国长江电力股份有限公司,增持,803.0376,0.163483578,0.18,,,,,2020/8/3,2020/8/31,2021/2/10
4049,600565,迪马股份,1.79,1.13,弘业迪马股份共同成长计划2期单一资产管理计划,增持,3581.1998,1.470129173,1.49,3581.1998,1.47,3581.1998,1.49,2020/8/25,2020/8/31,2020/9/1
4050,300509,新美星,6.35,4.27,胤狮10号私募证券投资基金,增持,43.74,0.14757085,0.26,,,,,2020/8/1,2020/8/31,2020/12/3
4051,300509,新美星,6.35,4.27,胤狮9号私募证券投资基金,增持,138.579,0.467540486,0.83,,,,,2020/8/1,2020/8/31,2020/12/3
4052,300509,新美星,6.35,4.27,胤狮15号私募证券投资基金,增持,53.2,0.179487179,0.32,243.7693,0.82,243.7693,1.46,2020/8/1,2020/8/31,2020/12/3
4053,300509,新美星,6.35,4.27,胤狮16号私募证券投资基金,增持,29.3,0.098852901,0.18,,,,,2020/8/1,2020/8/31,2020/12/3
4054,300379,东方通,25.74,2.96,李忱,增持,50,0.177698353,0.19,102.87,0.37,,,2020/8/31,2020/8/31,2020/9/18
4055,300345,华民股份,9.08,6.45,关海果,增持,182.58,0.41373639,0.41,502.624,1.14,502.624,1.14,2020/8/1,2020/8/31,2021/6/9
4056,300345,华民股份,9.08,6.45,陈文妍,增持,18.54,0.042012667,0.04,120.01,0.27,120.01,0.27,2020/8/1,2020/8/31,2021/6/9
4057,300157,恒泰艾普,3.45,3.92,北京硕晟科技信息咨询有限公司,增持,18,0.025276878,0.03,959.6742,1.35,959.6742,1.36,2020/8/11,2020/8/31,2020/10/9
4058,300157,恒泰艾普,3.45,3.92,李丽萍,增持,712.12,1.000009469,1.01,7621.6901,10.7,7621.6901,10.78,2020/8/28,2020/8/31,2020/9/1
4059,2383,合众思壮,6.81,2.56,郑州航空港区兴慧电子科技有限公司,增持,75.18,0.10089133,0.13,14903.1577,20,14903.1577,25.84,2020/8/31,2020/8/31,2020/9/1
4060,801,四川九洲,7.04,3.99,罗莉娟,增持,0.19,0.000185763,0,,,,,2020/8/1,2020/8/31,2020/12/19
4061,801,四川九洲,7.04,3.99,张秀琼,增持,0.4,0.000391081,0,,,,,2020/8/1,2020/8/31,2020/12/19
4062,671,阳光城,1.38,0.73,"泰康人寿保险有限责任公司,泰康资产管理的保险资产管理产品",增持,0.07,1.71E-05,0,,,,,2020/8/1,2020/8/31,2020/10/21
4063,603698,航天工程,14.77,2.14,国创基金管理有限公司-国创投资引导基金(有限合伙),增持,1071.97,1.999981343,2,1071.97,2,1071.97,2,2020/8/28,2020/8/28,2020/9/1
4064,600969,郴电国际,7.03,2.03,郴州市发展投资集团有限公司,增持,31.21,0.084339844,0.08,7150.7028,19.32,7150.7028,19.32,2020/8/28,2020/8/28,2021/1/30
4065,600319,亚星化学,5.22,2.35,长城汇理战略并购9号私募基金,增持,325.88,1.032592508,1.03,325.88,1.03,325.88,1.03,2020/8/17,2020/8/28,2020/8/29
4066,600969,郴电国际,7.03,2.03,郴州市发展投资集团有限公司,增持,105.6,0.285366469,0.29,7119.4928,19.24,7119.4928,19.24,2020/6/23,2020/8/27,2021/1/30
4067,300632,光莆股份,11.18,4.29,厦门恒信宇投资管理有限公司,增持,6.91,0.029068025,0.05,1195.2226,5.03,1195.2226,9.12,2020/8/27,2020/8/27,2020/8/31
4068,300565,科信技术,16.8,5.79,深圳市科信通信技术股份有限公司第一期员工持股计划,增持,56.748,0.272826923,0.37,56.748,0.27,56.748,0.37,,2020/8/27,2020/8/28
4069,300157,恒泰艾普,3.45,3.92,李丽萍,增持,712.12,1.000009469,1.01,6909.5701,9.7,6909.5701,9.77,2020/8/27,2020/8/27,2020/8/28
4070,300076,GQY视讯,4.93,5.34,ZHEN GUO,增持,841,1.983490566,2.2,841,1.98,841,2.2,2020/8/26,2020/8/27,2020/8/27
4071,603816,顾家家居,37.07,-2.27,李东来先生参与的私募基金,增持,50.01,0.079833708,0.08,,,,,,2020/8/26,2020/8/27
4072,300648,星云股份,30.55,-0.65,上海南土资产管理有限公司的系列基金,增持,137.85,1.018094535,1.75,801.06,5.92,801.06,10.16,2020/8/20,2020/8/26,2020/9/1
4073,300379,东方通,25.74,2.96,李宁,增持,70,0.248777695,0.27,269.7347,0.96,,,2020/8/26,2020/8/26,2020/9/18
4074,2245,蔚蓝锂芯,11.12,1.46,江苏澳洋顺昌股份有限公司第一期员工持股计划,增持,1213.4,1.236504066,1.33,1213.4,1.24,1213.4,1.33,2020/8/26,2020/8/26,2020/8/27
4075,603129,春风动力,136.17,-2.09,春风控股集团有限公司,增持,0.05,0.000372084,0,4706.2356,35.02,4706.2356,35.1,2020/8/25,2020/8/25,2020/8/26
4076,55,方大集团,4.91,2.72,深圳市邦林科技发展有限公司,增持,233.5192,0.214576603,0.21,11718.3046,10.77,11718.3046,10.78,2020/7/1,2020/8/25,2020/8/28
4077,600723,首商股份,,,北京首都旅游集团有限责任公司,增持,164.61,0.25001232,0.25,38397.8201,58.32,38397.8201,58.35,2020/5/20,2020/8/23,2020/8/25
4078,600258,首旅酒店,21.66,0.56,北京首都旅游集团有限责任公司,增持,435.07,0.440254899,0.44,33950.6274,34.36,33950.6274,34.68,2020/5/14,2020/8/23,2020/8/25
4079,23,深天地A,8.68,1.64,深圳科杰斯投资有限公司,增持,325.4407,2.345413078,2.35,325.4407,2.35,325.4407,2.35,2020/6/10,2020/8/22,2020/9/19
4080,599,青岛双星,4.05,1,双星集团有限责任公司,增持,568.28,0.691120242,0.74,26464.42,32.19,21560.93,28.09,2020/8/7,2020/8/21,2020/8/25
4081,600336,澳柯玛,5.92,2.42,邹建莉,增持,0.05,6.26E-05,0,,,,,2020/8/19,2020/8/19,2020/11/6
4082,300648,星云股份,30.55,-0.65,上海南土资产管理有限公司的系列基金,增持,1237.3495,9.138474889,15.69,,,,,2020/2/27,2020/8/19,2020/9/1
4083,300642,透景生命,21.73,1.83,UBS AG,增持,19.205,0.21147766,0.26,459.5487,5.06,459.5487,6.21,2020/8/17,2020/8/18,2020/8/20
4084,300157,恒泰艾普,3.45,3.92,李丽萍,增持,50,0.07021355,0.07,6197.4501,8.7,6197.4501,8.76,2020/8/18,2020/8/18,2020/8/19
4085,2640,跨境通,4.12,3.52,广州开发区新兴产业投资基金管理有限公司,增持,287.99,0.184841053,0.23,13200,8.47,13200,10.7,2020/8/18,2020/8/18,2020/8/20
4086,2240,盛新锂能,31.76,-0.75,深圳市盛屯稀有材料科技有限公司,增持,1083.4711,1.456407444,2.21,1083.4711,1.46,1083.4711,2.21,2020/8/18,2020/8/18,2020/8/19
4087,610,西安旅游,18.27,4.58,磐京股权投资基金管理(上海)有限公司,增持,501.6928,2.119101364,2.13,1185.0028,5.01,1185.0028,5.03,2020/8/18,2020/8/18,2020/8/19
4088,603816,顾家家居,37.07,-2.27,天盈1号,增持,42.3638,0.070130266,0.07,,,,,2020/7/28,2020/8/17,2020/8/25
4089,603816,顾家家居,37.07,-2.27,海稷1号,增持,42.3638,0.070130266,0.07,,,,,2020/7/27,2020/8/17,2020/8/25
4090,300157,恒泰艾普,3.45,3.92,李丽萍,增持,664.0121,0.93245294,0.94,6147.4501,8.63,6147.4501,8.69,2020/8/17,2020/8/17,2020/8/20
4091,2640,跨境通,4.12,3.52,广州开发区新兴产业投资基金管理有限公司,增持,511,0.327975895,0.41,12912.01,8.29,12912.01,10.47,2020/8/17,2020/8/17,2020/8/20
4092,2276,万马股份,10.77,10.01,孟庆博,增持,0.5,0.000482864,0,3.5,0,3.5,0,2020/8/17,2020/8/17,2020/9/23
4093,2276,万马股份,10.77,10.01,洪文霞,增持,3,0.002897182,0,3,0,3,0,2020/8/17,2020/8/17,2020/9/23
4094,610,西安旅游,18.27,4.58,磐京股权投资基金管理(上海)有限公司,增持,338.58,1.430128836,1.44,683.31,2.89,683.31,2.9,2020/8/17,2020/8/17,2020/8/19
4095,600984,建设机械,5.06,2.43,惠鹏,增持,0.4,0.000413669,0,,,,,2020/8/14,2020/8/14,2020/9/3
4096,600605,汇通能源,15.18,4.47,郑州通泰万合企业管理中心(有限合伙),增持,92.68,0.629001708,0.63,589.3799,4,589.3799,4,2020/8/14,2020/8/14,2020/11/21
4097,300157,恒泰艾普,3.45,3.92,李丽萍,增持,714.58,1.003463976,1.01,5483.438,7.7,5483.438,7.76,2020/8/14,2020/8/14,2020/8/17
4098,2640,跨境通,4.12,3.52,广州开发区新兴产业投资基金管理有限公司,增持,0.01,6.42E-06,0,12401.01,7.96,12401.01,10.05,2020/8/14,2020/8/14,2020/8/20
4099,2331,皖通科技,6.99,5.59,西藏景源企业管理有限公司,增持,179.2705,0.43504605,0.47,4300.0029,10.44,4300.0029,11.23,2020/8/12,2020/8/14,2021/1/23
4100,2101,广东鸿图,17.38,0.75,广东粤科资本投资有限公司,增持,661.2551,1.242112328,1.25,661.2551,1.24,661.2551,1.25,2020/8/14,2020/8/14,2020/8/18
4101,601388,怡球资源,3.06,1.66,怡球金属资源再生(中国)股份有限公司第一期员工持股计划,增持,203.88,0.092600075,0.1,203.88,0.09,203.88,0.1,2020/8/13,2020/8/13,2020/8/15
4102,300157,恒泰艾普,3.45,3.92,李丽萍,增持,716.4907,1.006147116,1.01,4768.858,6.7,4768.858,6.74,2020/8/13,2020/8/13,2020/8/14
4103,2795,永和智控,10.82,3.34,蒋辅中,增持,27.3,0.1365,0.15,,,,,2020/7/14,2020/8/13,2021/1/15
4104,761,本钢板材,4.04,1.25,本溪钢铁(集团)有限责任公司,增持,895.57,0.231092682,0.23,240962.8094,62.18,240962.8094,62.18,2020/6/18,2020/8/13,2020/8/15
4105,601366,利群股份,5.47,3.99,利群集团股份有限公司,增持,835.425,0.970859446,0.97,16277.5339,18.92,16277.5339,18.92,2020/8/12,2020/8/12,2020/8/13
4106,600984,建设机械,5.06,2.43,惠鹏,增持,0.3,0.000310252,0,,,,,2020/8/12,2020/8/12,2020/9/3
4107,600671,*ST目药,7.6,0.13,李杰,增持,165.3723,1.357971868,1.36,165.3723,1.36,165.3723,1.36,2020/7/14,2020/8/12,2021/1/26
4108,600671,*ST目药,7.6,0.13,李俊凤,增持,286.6429,2.353798033,2.35,286.6429,2.35,286.6429,2.35,2020/7/10,2020/8/12,2021/1/26
4109,600671,*ST目药,7.6,0.13,李洪辛,增持,179.7324,1.475891325,1.48,179.7324,1.48,179.7324,1.48,2020/7/13,2020/8/12,2021/1/26
4110,600539,狮头股份,6.43,-2.13,上海桦悦企业管理有限公司,增持,41.18,0.179043478,0.18,,,,,2020/7/30,2020/8/12,2020/8/13
4111,300157,恒泰艾普,3.45,3.92,李丽萍,增持,714.55,1.003421848,1.01,4052.3673,5.69,4052.3673,5.73,2020/8/12,2020/8/12,2020/8/13
4112,2778,中晟高科,13.88,-0.79,顾郁伟,增持,0.05,0.000561107,0,0.15,0,0.15,0,2020/8/12,2020/8/12,2020/11/4
4113,610,西安旅游,18.27,4.58,磐京股权投资基金管理(上海)有限公司,增持,26.99,0.114003123,0.11,344.73,1.46,344.73,1.46,2020/8/12,2020/8/12,2020/8/19
4114,520,长航凤凰,3.23,0.94,长治市南烨实业集团有限公司,增持,882,0.871469636,0.87,8719.9578,8.62,8719.9578,8.62,2020/8/12,2020/8/12,2020/8/13
4115,600984,建设机械,5.06,2.43,惠鹏,增持,0.5,0.000517086,0,,,,,2020/8/11,2020/8/11,2020/9/3
4116,300157,恒泰艾普,3.45,3.92,李丽萍,增持,718.91,1.009544469,1.02,3337.8173,4.69,3337.8173,4.72,2020/8/11,2020/8/11,2020/8/12
4117,610,西安旅游,18.27,4.58,磐京股权投资基金管理(上海)有限公司,增持,89.12,0.376434172,0.38,317.74,1.34,317.74,1.35,2020/8/11,2020/8/11,2020/8/19
4118,571,ST大洲,2.19,1.86,大连和升控股集团有限公司,增持,486.41,0.597508304,0.6,9890.6436,12.15,9890.6436,12.24,2020/8/11,2020/8/11,2020/8/12
4119,5,ST星源,1.75,2.34,长安国际信托股份有限公司,增持,1.3814,0.001305009,0,1.3814,0,1.3814,0,2020/8/11,2020/8/11,2020/9/10
4120,300157,恒泰艾普,3.45,3.92,北京硕晟科技信息咨询有限公司,增持,409.77,0.57542813,0.58,941.6742,1.32,941.6742,1.33,2020/8/1,2020/8/10,2020/8/25
4121,610,西安旅游,18.27,4.58,磐京股权投资基金管理(上海)有限公司,增持,172.83,0.730017032,0.73,228.62,0.97,228.62,0.97,2020/8/10,2020/8/10,2020/8/19
4122,571,ST大洲,2.19,1.86,大连和升控股集团有限公司,增持,0.42,0.00051593,0,9404.2336,11.55,9404.2336,11.64,2020/8/10,2020/8/10,2020/8/12
4123,600605,汇通能源,15.18,4.47,郑州通泰万合企业管理中心(有限合伙),增持,114.18,0.774918159,0.77,496.6999,3.37,496.6999,3.37,2020/8/7,2020/8/7,2020/11/21
4124,600220,江苏阳光,2.46,2.5,江苏阳光集团有限公司,增持,1790.56,1.004048399,1,19587.9833,10.98,19587.9833,10.98,2019/9/19,2020/8/7,2020/8/8
4125,600039,四川路桥,15.85,0.76,四川省铁路产业投资集团有限责任公司,增持,3335.9564,0.900313992,0.96,206836.5575,55.82,191491.289,55.39,2020/7/28,2020/8/7,2020/8/8
4126,2186,全聚德,12.91,1.97,北京首都旅游集团有限责任公司,增持,3.01,0.009758028,0.01,13469.1476,43.67,13469.1476,43.72,2020/8/7,2020/8/7,2020/8/13
4127,690,宝新能源,6.63,-1.19,广东宝丽华新能源股份有限公司第六期员工持股计划,增持,374.87,0.172283695,0.18,863.2,0.4,863.2,0.41,2020/7/7,2020/8/7,2020/8/8
4128,610,西安旅游,18.27,4.58,磐京股权投资基金管理(上海)有限公司,增持,55.79,0.235651508,0.24,55.79,0.24,55.79,0.24,2020/8/7,2020/8/7,2020/8/19
4129,571,ST大洲,2.19,1.86,大连和升控股集团有限公司,增持,83.02,0.101982154,0.1,9403.8136,11.55,9403.8136,11.64,2020/8/7,2020/8/7,2020/8/12
4130,537,广宇发展,11.67,0.69,龚玉才,增持,0.1,5.37E-05,0,0.2,0,0.2,0,2020/8/7,2020/8/7,2020/11/20
4131,600755,厦门国贸,9.11,1.33,厦门国贸控股集团有限公司,增持,1580.6312,0.854361427,0.85,67910.9552,36.71,67910.9552,36.71,2020/2/18,2020/8/6,2020/8/7
4132,2778,中晟高科,13.88,-0.79,顾郁伟,增持,0.1,0.001122215,0,0.1,0,0.1,0,2020/8/6,2020/8/6,2020/11/4
4133,2186,全聚德,12.91,1.97,北京首都旅游集团有限责任公司,增持,40.4,0.130971543,0.13,13466.1376,43.66,13466.1376,43.71,2020/8/6,2020/8/6,2020/8/13
4134,599,青岛双星,4.05,1,双星集团有限责任公司,增持,1075.22,1.307641139,1.4,25896.14,31.49,20992.65,27.35,2020/7/31,2020/8/6,2020/8/7
4135,600336,澳柯玛,5.92,2.42,邹建莉,增持,0.05,6.26E-05,0,,,,,2020/8/5,2020/8/5,2020/11/6
4136,300157,恒泰艾普,3.45,3.92,李丽萍,增持,194.95,0.273762633,0.28,2618.9073,3.68,2618.9073,3.7,2020/8/1,2020/8/5,2020/8/7
4137,2186,全聚德,12.91,1.97,北京首都旅游集团有限责任公司,增持,100,0.324186986,0.32,13425.7376,43.52,13425.7376,43.58,2020/8/5,2020/8/5,2020/8/13
4138,2122,天马股份,4.22,-0.24,中投发展(深圳)投资咨询有限公司,增持,1202.7104,1.012382492,1.01,1898.7104,1.6,1898.7104,1.6,2020/8/5,2020/8/5,2020/8/8
4139,603816,顾家家居,37.07,-2.27,海通稳健成长,增持,1.54,0.002549361,0,,,,,2020/3/2,2020/8/4,2020/8/25
4140,600863,内蒙华电,4.03,-0.49,华能结构调整1号证券投资私募基金,增持,3558.2394,0.612589484,0.61,22074.014,3.8,22074.014,3.8,2020/3/27,2020/8/4,2020/8/6
4141,2684,猛狮退,,,宁波致云股权投资基金管理有限公司,增持,0.13,0.000229126,0,644.55,1.14,644.55,1.47,2020/2/26,2020/8/4,2020/8/5
4142,2186,全聚德,12.91,1.97,北京首都旅游集团有限责任公司,增持,90.06,0.2919628,0.29,13325.7376,43.2,13325.7376,43.26,2020/8/4,2020/8/4,2020/8/13
4143,603816,顾家家居,37.07,-2.27,海通海蓝宝银,增持,5.67,0.009386283,0.01,,,,,2020/2/26,2020/8/3,2020/8/25
4144,600984,建设机械,5.06,2.43,惠鹏,增持,0.5,0.000517086,0,,,,,2020/8/3,2020/8/3,2020/9/3
4145,600848,上海临港,12.29,1.15,上海临港控股股份有限公司部分董事、监事、高级管理人员及实际控制人部分核心管理人员,增持,3.49,0.00166027,0,13.9,0.01,13.9,0.01,2020/5/6,2020/8/3,2020/8/5
4146,600655,豫园股份,8,1.14,上海复星高科技(集团)有限公司,增持,120,0.030897877,0.07,,,,,2020/5/6,2020/8/3,2020/8/5
4147,600068,葛洲坝,,,中国葛洲坝集团有限公司,增持,445.6,0.096769064,0.1,195399.4724,42.43,195399.4724,42.43,2020/8/3,2020/8/3,2021/4/9
4148,300065,海兰信,14.11,0.64,赵晶晶,增持,1.74,0.004369948,0.01,7.9764,0.02,,,2020/8/3,2020/8/3,2020/12/29
4149,541,佛山照明,5.24,1.35,广东省电子信息产业集团有限公司,增持,761.4852,0.544172146,0.55,12269.4246,8.77,12269.4246,8.85,2020/7/24,2020/8/3,2020/8/4
4150,520,长航凤凰,3.23,0.94,郭素琴,增持,0.3,0.000296418,0,,,,,2020/8/3,2020/8/3,2021/2/27
4151,600642,申能股份,6.67,0.3,中国长江电力股份有限公司,增持,589.514,0.120014129,0.13,,,,,2020/7/3,2020/8/2,2021/2/10
